Well,GFP,Strain,Plant,Leaf,vir
B6,652748.0,C58,7,Top,virD4
B7,691437.0,C58,7,Top,virD4
B8,627806.0,C58,7,Top,virD4
B9,319801.0,C58,7,Bottom,virD4
B10,317053.0,C58,7,Bottom,virD4
B11,342521.0,C58,7,Bottom,virD4
B12,379048.0,C58,7,Bottom,virD4
C1,560014.0,C58,8,Top,virD4
C2,513891.0,C58,8,Top,virD4
C3,703014.0,C58,8,Top,virD4
C4,633523.0,C58,8,Top,virD4
C5,395033.0,C58,8,Bottom,virD4
C6,557164.0,C58,8,Bottom,virD4
C7,534408.0,C58,8,Bottom,virD4
C8,528513.0,C58,8,Bottom,virD4
C9,779.0,NCIB,1,Top,virD4
C10,774.0,NCIB,1,Top,virD4
C11,663.0,NCIB,1,Top,virD4
C12,737.0,NCIB,1,Top,virD4
D1,772.0,NCIB,1,Bottom,virD4
D2,789.0,NCIB,1,Bottom,virD4
D3,729.0,NCIB,1,Bottom,virD4
D4,699.0,NCIB,1,Bottom,virD4
D5,796.0,NCIB,2,Top,virD4
D6,821.0,NCIB,2,Top,virD4
D7,875.0,NCIB,2,Top,virD4
D8,893.0,NCIB,2,Top,virD4
D9,689.0,NCIB,2,Bottom,virD4
D10,911.0,NCIB,2,Bottom,virD4
D11,710.0,NCIB,2,Bottom,virD4
D12,759.0,NCIB,2,Bottom,virD4
E1,886.0,NCIB,3,Top,virD4
E2,1187.0,NCIB,3,Top,virD4
E3,1304.0,NCIB,3,Top,virD4
E4,1110.0,NCIB,3,Top,virD4
E5,1087.0,NCIB,3,Bottom,virD4
E6,1089.0,NCIB,3,Bottom,virD4
E7,975.0,NCIB,3,Bottom,virD4
E8,1111.0,NCIB,3,Bottom,virD4
E9,1260.0,NCIB,4,Top,virD4
E10,1092.0,NCIB,4,Top,virD4
E11,1252.0,NCIB,4,Top,virD4
E12,1152.0,NCIB,4,Top,virD4
F1,690.0,NCIB,4,Bottom,virD4
F2,757.0,NCIB,4,Bottom,virD4
F3,722.0,NCIB,4,Bottom,virD4
F4,812.0,NCIB,4,Bottom,virD4
F5,840.0,NCIB,5,Top,virD4
F6,801.0,NCIB,5,Top,virD4
F7,996.0,NCIB,5,Top,virD4
F8,776.0,NCIB,5,Top,virD4
F9,734.0,NCIB,5,Bottom,virD4
F10,699.0,NCIB,5,Bottom,virD4
F11,772.0,NCIB,5,Bottom,virD4
F12,779.0,NCIB,5,Bottom,virD4
G1,765.0,NCIB,6,Top,virD4
G2,641.0,NCIB,6,Top,virD4
G3,792.0,NCIB,6,Top,virD4
G4,660.0,NCIB,6,Top,virD4
G5,697.0,NCIB,6,Bottom,virD4
G6,871.0,NCIB,6,Bottom,virD4
G7,924.0,NCIB,6,Bottom,virD4
G8,763.0,NCIB,6,Bottom,virD4
G9,808.0,NCIB,7,Top,virD4
G10,755.0,NCIB,7,Top,virD4
G11,718.0,NCIB,7,Top,virD4
G12,754.0,NCIB,7,Top,virD4
H1,711.0,NCIB,7,Bottom,virD4
H2,783.0,NCIB,7,Bottom,virD4
H3,779.0,NCIB,7,Bottom,virD4
H4,761.0,NCIB,7,Bottom,virD4
H5,765.0,NCIB,8,Top,virD4
H6,956.0,NCIB,8,Top,virD4
H7,938.0,NCIB,8,Top,virD4
H8,767.0,NCIB,8,Top,virD4
H9,841.0,NCIB,8,Bottom,virD4
H10,873.0,NCIB,8,Bottom,virD4
H11,797.0,NCIB,8,Bottom,virD4
H12,938.0,NCIB,8,Bottom,virD4
A1,585180.0,Q15,1,Top,virD4
A2,540441.0,Q15,1,Top,virD4
A3,692235.0,Q15,1,Top,virD4
A4,598528.0,Q15,1,Top,virD4
A5,696975.0,Q15,1,Bottom,virD4
A6,677559.0,Q15,1,Bottom,virD4
A7,682907.0,Q15,1,Bottom,virD4
A8,649526.0,Q15,1,Bottom,virD4
A9,436665.0,Q15,2,Top,virD4
A10,635443.0,Q15,2,Top,virD4
A11,759838.0,Q15,2,Top,virD4
A12,748833.0,Q15,2,Top,virD4
B1,549130.0,Q15,2,Bottom,virD4
B2,653192.0,Q15,2,Bottom,virD4
B3,483300.0,Q15,2,Bottom,virD4
B4,502859.0,Q15,2,Bottom,virD4
B5,526398.0,Q15,3,Top,virD4
B6,552435.0,Q15,3,Top,virD4
B7,501482.0,Q15,3,Top,virD4
B8,479917.0,Q15,3,Top,virD4
B9,521215.0,Q15,3,Bottom,virD4
B10,607506.0,Q15,3,Bottom,virD4
B11,766214.0,Q15,3,Bottom,virD4
B12,642290.0,Q15,3,Bottom,virD4
C1,711914.0,Q15,4,Top,virD4
C2,531610.0,Q15,4,Top,virD4
C3,487646.0,Q15,4,Top,virD4
C4,342187.0,Q15,4,Top,virD4
C5,459127.0,Q15,4,Bottom,virD4
C6,723870.0,Q15,4,Bottom,virD4
C7,615938.0,Q15,4,Bottom,virD4
C8,529796.0,Q15,4,Bottom,virD4
C9,730808.0,Q15,5,Top,virD4
C10,679387.0,Q15,5,Top,virD4
C11,660965.0,Q15,5,Top,virD4
C12,474815.0,Q15,5,Top,virD4
D1,719904.0,Q15,5,Bottom,virD4
D2,625086.0,Q15,5,Bottom,virD4
D3,702002.0,Q15,5,Bottom,virD4
D4,626370.0,Q15,5,Bottom,virD4
D5,652123.0,Q15,6,Top,virD4
D6,600307.0,Q15,6,Top,virD4
D7,573965.0,Q15,6,Top,virD4
D8,596020.0,Q15,6,Top,virD4
D9,710381.0,Q15,6,Bottom,virD4
D10,527916.0,Q15,6,Bottom,virD4
D11,605318.0,Q15,6,Bottom,virD4
D12,798206.0,Q15,6,Bottom,virD4
E1,826330.0,Q15,7,Top,virD4
E2,538978.0,Q15,7,Top,virD4
E3,520783.0,Q15,7,Top,virD4
E4,506565.0,Q15,7,Top,virD4
E5,402452.0,Q15,7,Bottom,virD4
E6,487403.0,Q15,7,Bottom,virD4
E7,627977.0,Q15,7,Bottom,virD4
E8,460942.0,Q15,7,Bottom,virD4
E9,641397.0,Q15,8,Top,virD4
E10,750938.0,Q15,8,Top,virD4
E11,825414.0,Q15,8,Top,virD4
E12,767921.0,Q15,8,Top,virD4
F1,558406.0,Q15,8,Bottom,virD4
F2,597404.0,Q15,8,Bottom,virD4
F3,593102.0,Q15,8,Bottom,virD4
F4,627734.0,Q15,8,Bottom,virD4
F5,621275.0,S4,1,Top,virD4
F6,743546.0,S4,1,Top,virD4
F7,647925.0,S4,1,Top,virD4
F8,509975.0,S4,1,Top,virD4
F9,476494.0,S4,1,Bottom,virD4
F10,445155.0,S4,1,Bottom,virD4
F11,427848.0,S4,1,Bottom,virD4
F12,601162.0,S4,1,Bottom,virD4
G1,421427.0,S4,2,Top,virD4
G2,339046.0,S4,2,Top,virD4
G3,385615.0,S4,2,Top,virD4
G4,433515.0,S4,2,Top,virD4
G5,536474.0,S4,2,Bottom,virD4
G6,539237.0,S4,2,Bottom,virD4
G7,265512.0,S4,2,Bottom,virD4
G8,404862.0,S4,2,Bottom,virD4
G9,428039.0,S4,3,Top,virD4
G10,575879.0,S4,3,Top,virD4
G11,345141.0,S4,3,Top,virD4
G12,647837.0,S4,3,Top,virD4
H1,510852.0,S4,3,Bottom,virD4
H2,437613.0,S4,3,Bottom,virD4
H3,452719.0,S4,3,Bottom,virD4
H4,421670.0,S4,3,Bottom,virD4
H5,410087.0,S4,4,Top,virD4
H6,394224.0,S4,4,Top,virD4
H7,393772.0,S4,4,Top,virD4
H8,399769.0,S4,4,Top,virD4
H9,330552.0,S4,4,Bottom,virD4
H10,432183.0,S4,4,Bottom,virD4
H11,496141.0,S4,4,Bottom,virD4
H12,532164.0,S4,4,Bottom,virD4
A1,261119.0,S4,5,Top,virD4
A2,426036.0,S4,5,Top,virD4
A3,275348.0,S4,5,Top,virD4
A4,278480.0,S4,5,Top,virD4
A5,375847.0,S4,5,Bottom,virD4
A6,483532.0,S4,5,Bottom,virD4
A7,528548.0,S4,5,Bottom,virD4
A8,522839.0,S4,5,Bottom,virD4
A9,327022.0,S4,6,Top,virD4
A10,402113.0,S4,6,Top,virD4
A11,410722.0,S4,6,Top,virD4
A12,399662.0,S4,6,Top,virD4
B1,680525.0,S4,6,Bottom,virD4
B2,533209.0,S4,6,Bottom,virD4
B3,464965.0,S4,6,Bottom,virD4
B4,436138.0,S4,6,Bottom,virD4
B5,618240.0,S4,7,Top,virD4
B6,548228.0,S4,7,Top,virD4
B7,539848.0,S4,7,Top,virD4
B8,398943.0,S4,7,Top,virD4
B9,543342.0,S4,7,Bottom,virD4
B10,541347.0,S4,7,Bottom,virD4
B11,608860.0,S4,7,Bottom,virD4
B12,555996.0,S4,7,Bottom,virD4
C1,413314.0,S4,8,Top,virD4
C2,243320.0,S4,8,Top,virD4
C3,303553.0,S4,8,Top,virD4
C4,363425.0,S4,8,Top,virD4
C5,321917.0,S4,8,Bottom,virD4
C6,515958.0,S4,8,Bottom,virD4
C7,609874.0,S4,8,Bottom,virD4
C8,398317.0,S4,8,Bottom,virD4
C9,209535.0,T60,1,Top,virD4
C10,210593.0,T60,1,Top,virD4
C11,334237.0,T60,1,Top,virD4
C12,184052.0,T60,1,Top,virD4
D1,522380.0,T60,1,Bottom,virD4
D2,504158.0,T60,1,Bottom,virD4
D3,525820.0,T60,1,Bottom,virD4
D4,570275.0,T60,1,Bottom,virD4
D5,667569.0,T60,2,Top,virD4
D6,858543.0,T60,2,Top,virD4
D7,766523.0,T60,2,Top,virD4
D8,641173.0,T60,2,Top,virD4
D9,574743.0,T60,2,Bottom,virD4
D10,459968.0,T60,2,Bottom,virD4
D11,488595.0,T60,2,Bottom,virD4
D12,415858.0,T60,2,Bottom,virD4
E1,763037.0,T60,3,Top,virD4
E2,668162.0,T60,3,Top,virD4
E3,501637.0,T60,3,Top,virD4
E4,580459.0,T60,3,Top,virD4
E5,673836.0,T60,3,Bottom,virD4
E6,708663.0,T60,3,Bottom,virD4
E7,818653.0,T60,3,Bottom,virD4
E8,590090.0,T60,3,Bottom,virD4
E9,706301.0,T60,4,Top,virD4
E10,906117.0,T60,4,Top,virD4
E11,631732.0,T60,4,Top,virD4
E12,823506.0,T60,4,Top,virD4
F1,548021.0,T60,4,Bottom,virD4
F2,481943.0,T60,4,Bottom,virD4
F3,560358.0,T60,4,Bottom,virD4
F4,492768.0,T60,4,Bottom,virD4
F5,696193.0,T60,5,Top,virD4
F6,711587.0,T60,5,Top,virD4
F7,753760.0,T60,5,Top,virD4
F8,639478.0,T60,5,Top,virD4
F9,496222.0,T60,5,Bottom,virD4
F10,610583.0,T60,5,Bottom,virD4
F11,564956.0,T60,5,Bottom,virD4
F12,654924.0,T60,5,Bottom,virD4
G1,921509.0,T60,6,Top,virD4
G2,586874.0,T60,6,Top,virD4
G3,738128.0,T60,6,Top,virD4
G4,560036.0,T60,6,Top,virD4
G5,571484.0,T60,6,Bottom,virD4
G6,667150.0,T60,6,Bottom,virD4
G7,680875.0,T60,6,Bottom,virD4
G8,474427.0,T60,6,Bottom,virD4
G9,1446315.0,T60,7,Top,virD4
G10,920018.0,T60,7,Top,virD4
G11,1115547.0,T60,7,Top,virD4
G12,961274.0,T60,7,Top,virD4
H1,655072.0,T60,7,Bottom,virD4
H2,747435.0,T60,7,Bottom,virD4
H3,697530.0,T60,7,Bottom,virD4
H4,716390.0,T60,7,Bottom,virD4
H5,612080.0,T60,8,Top,virD4
H6,684786.0,T60,8,Top,virD4
H7,750854.0,T60,8,Top,virD4
H8,496271.0,T60,8,Top,virD4
H9,424948.0,T60,8,Bottom,virD4
H10,572362.0,T60,8,Bottom,virD4
H11,471280.0,T60,8,Bottom,virD4
H12,475060.0,T60,8,Bottom,virD4
A1,388847.0,TiAB,1,Top,virD4
A2,434726.0,TiAB,1,Top,virD4
A3,519149.0,TiAB,1,Top,virD4
A4,332545.0,TiAB,1,Top,virD4
A5,406926.0,TiAB,1,Bottom,virD4
A6,365617.0,TiAB,1,Bottom,virD4
A7,536187.0,TiAB,1,Bottom,virD4
A8,334366.0,TiAB,1,Bottom,virD4
A9,469573.0,TiAB,2,Top,virD4
A10,627944.0,TiAB,2,Top,virD4
A11,271341.0,TiAB,2,Top,virD4
A12,475222.0,TiAB,2,Top,virD4
B1,567068.0,TiAB,2,Bottom,virD4
B2,504112.0,TiAB,2,Bottom,virD4
B3,339156.0,TiAB,2,Bottom,virD4
B4,327730.0,TiAB,2,Bottom,virD4
B5,435770.0,TiAB,3,Top,virD4
B6,526830.0,TiAB,3,Top,virD4
B7,631459.0,TiAB,3,Top,virD4
B8,507067.0,TiAB,3,Top,virD4
B9,492761.0,TiAB,3,Bottom,virD4
B10,489862.0,TiAB,3,Bottom,virD4
B11,300221.0,TiAB,3,Bottom,virD4
B12,551954.0,TiAB,3,Bottom,virD4
C1,364422.0,TiAB,4,Top,virD4
C2,362348.0,TiAB,4,Top,virD4
C3,485129.0,TiAB,4,Top,virD4
C4,357922.0,TiAB,4,Top,virD4
C5,494692.0,TiAB,4,Bottom,virD4
C6,430246.0,TiAB,4,Bottom,virD4
C7,422233.0,TiAB,4,Bottom,virD4
C8,508870.0,TiAB,4,Bottom,virD4
C9,415728.0,TiAB,5,Top,virD4
C10,440043.0,TiAB,5,Top,virD4
C11,364754.0,TiAB,5,Top,virD4
C12,425511.0,TiAB,5,Top,virD4
D1,342649.0,TiAB,5,Bottom,virD4
D2,422203.0,TiAB,5,Bottom,virD4
D3,428728.0,TiAB,5,Bottom,virD4
D4,511205.0,TiAB,5,Bottom,virD4
D5,485366.0,TiAB,6,Top,virD4
D6,402029.0,TiAB,6,Top,virD4
D7,623682.0,TiAB,6,Top,virD4
D8,575258.0,TiAB,6,Top,virD4
D9,394484.0,TiAB,6,Bottom,virD4
D10,331354.0,TiAB,6,Bottom,virD4
D11,327016.0,TiAB,6,Bottom,virD4
D12,464083.0,TiAB,6,Bottom,virD4
E1,460513.0,TiAB,7,Top,virD4
E2,447432.0,TiAB,7,Top,virD4
E3,332752.0,TiAB,7,Top,virD4
E4,378256.0,TiAB,7,Top,virD4
E5,352417.0,TiAB,7,Bottom,virD4
E6,206817.0,TiAB,7,Bottom,virD4
E7,354102.0,TiAB,7,Bottom,virD4
E8,394509.0,TiAB,7,Bottom,virD4
E9,592369.0,TiAB,8,Top,virD4
E10,746289.0,TiAB,8,Top,virD4
E11,360827.0,TiAB,8,Top,virD4
E12,473527.0,TiAB,8,Top,virD4
F1,408581.0,TiAB,8,Bottom,virD4
F2,481448.0,TiAB,8,Bottom,virD4
F3,551036.0,TiAB,8,Bottom,virD4
F4,379001.0,TiAB,8,Bottom,virD4
F5,578347.0,TiBo,1,Top,virD4
F6,570170.0,TiBo,1,Top,virD4
F7,613663.0,TiBo,1,Top,virD4
F8,585532.0,TiBo,1,Top,virD4
F9,589739.0,TiBo,1,Bottom,virD4
F10,497701.0,TiBo,1,Bottom,virD4
F11,557684.0,TiBo,1,Bottom,virD4
F12,449259.0,TiBo,1,Bottom,virD4
G1,751171.0,TiBo,2,Top,virD4
G2,736664.0,TiBo,2,Top,virD4
G3,562329.0,TiBo,2,Top,virD4
G4,573912.0,TiBo,2,Top,virD4
G5,582529.0,TiBo,2,Bottom,virD4
G6,511775.0,TiBo,2,Bottom,virD4
G7,552643.0,TiBo,2,Bottom,virD4
G8,572185.0,TiBo,2,Bottom,virD4
G9,841759.0,TiBo,3,Top,virD4
G10,679723.0,TiBo,3,Top,virD4
G11,778043.0,TiBo,3,Top,virD4
G12,713307.0,TiBo,3,Top,virD4
H1,576456.0,TiBo,3,Bottom,virD4
H2,691666.0,TiBo,3,Bottom,virD4
H3,581945.0,TiBo,3,Bottom,virD4
H4,658987.0,TiBo,3,Bottom,virD4
H5,696351.0,TiBo,4,Top,virD4
H6,784407.0,TiBo,4,Top,virD4
H7,814266.0,TiBo,4,Top,virD4
H8,495063.0,TiBo,4,Top,virD4
H9,610037.0,TiBo,4,Bottom,virD4
H10,810684.0,TiBo,4,Bottom,virD4
H11,620493.0,TiBo,4,Bottom,virD4
H12,722921.0,TiBo,4,Bottom,virD4
A1,691775.0,TiBo,5,Top,virD4
A2,677137.0,TiBo,5,Top,virD4
A3,522828.0,TiBo,5,Top,virD4
A4,571392.0,TiBo,5,Top,virD4
A5,477171.0,TiBo,5,Bottom,virD4
A6,822765.0,TiBo,5,Bottom,virD4
A7,782065.0,TiBo,5,Bottom,virD4
A8,630016.0,TiBo,5,Bottom,virD4
A9,581568.0,TiBo,6,Top,virD4
A10,740863.0,TiBo,6,Top,virD4
A11,657520.0,TiBo,6,Top,virD4
A12,716408.0,TiBo,6,Top,virD4
B1,725319.0,TiBo,6,Bottom,virD4
B2,771969.0,TiBo,6,Bottom,virD4
B3,745348.0,TiBo,6,Bottom,virD4
B4,668414.0,TiBo,6,Bottom,virD4
B5,664668.0,TiBo,7,Top,virD4
B6,722501.0,TiBo,7,Top,virD4
B7,768529.0,TiBo,7,Top,virD4
B8,660045.0,TiBo,7,Top,virD4
B9,505125.0,TiBo,7,Bottom,virD4
B10,557672.0,TiBo,7,Bottom,virD4
B11,678767.0,TiBo,7,Bottom,virD4
B12,611909.0,TiBo,7,Bottom,virD4
C1,669040.0,TiBo,8,Top,virD4
C2,659140.0,TiBo,8,Top,virD4
C3,764133.0,TiBo,8,Top,virD4
C4,719636.0,TiBo,8,Top,virD4
C5,667442.0,TiBo,8,Bottom,virD4
C6,774127.0,TiBo,8,Bottom,virD4
C7,656236.0,TiBo,8,Bottom,virD4
C8,517038.0,TiBo,8,Bottom,virD4
C9,1128.0,Leaf,1,Top,virD4
C10,648.0,Leaf,1,Top,virD4
C11,670.0,Leaf,1,Top,virD4
C12,682.0,Leaf,1,Top,virD4
D1,669.0,Leaf,1,Bottom,virD4
D2,619.0,Leaf,1,Bottom,virD4
D3,687.0,Leaf,1,Bottom,virD4
D4,674.0,Leaf,1,Bottom,virD4
D5,672.0,Leaf,2,Top,virD4
D6,913.0,Leaf,2,Top,virD4
D7,813.0,Leaf,2,Top,virD4
D8,755.0,Leaf,2,Top,virD4
D9,594.0,Leaf,3,Top,virD4
D10,663.0,Leaf,3,Top,virD4
D11,593.0,Leaf,3,Top,virD4
D12,668.0,Leaf,3,Top,virD4
E1,650.0,Leaf,3,Bottom,virD4
E2,684.0,Leaf,3,Bottom,virD4
E3,715.0,Leaf,3,Bottom,virD4
E4,625.0,Leaf,3,Bottom,virD4
E5,673.0,Leaf,4,Top,virD4
E6,778.0,Leaf,4,Top,virD4
E7,759.0,Leaf,4,Top,virD4
E8,667.0,Leaf,4,Top,virD4
A1,651207.0,WT,1,Top,virD4
A2,619147.0,WT,1,Top,virD4
A3,549235.0,WT,1,Top,virD4
A4,757880.0,WT,1,Top,virD4
A5,813041.0,WT,1,Bottom,virD4
A6,930438.0,WT,1,Bottom,virD4
A7,819622.0,WT,1,Bottom,virD4
A8,653868.0,WT,1,Bottom,virD4
A9,870964.0,WT,2,Top,virD4
A10,736176.0,WT,2,Top,virD4
A11,712908.0,WT,2,Top,virD4
A12,869722.0,WT,2,Top,virD4
B1,692353.0,WT,2,Bottom,virD4
B2,1076896.0,WT,2,Bottom,virD4
B3,896174.0,WT,2,Bottom,virD4
B4,792326.0,WT,2,Bottom,virD4
B5,663060.0,WT,3,Top,virD4
B6,677549.0,WT,3,Top,virD4
B7,705232.0,WT,3,Top,virD4
B8,801247.0,WT,3,Top,virD4
B9,346420.0,WT,3,Bottom,virD4
B10,382837.0,WT,3,Bottom,virD4
B11,361300.0,WT,3,Bottom,virD4
B12,417762.0,WT,3,Bottom,virD4
C1,655462.0,WT,4,Top,virD4
C2,318921.0,WT,4,Top,virD4
C3,292962.0,WT,4,Top,virD4
C4,356772.0,WT,4,Top,virD4
C5,563006.0,WT,4,Bottom,virD4
C6,805653.0,WT,4,Bottom,virD4
C7,569893.0,WT,4,Bottom,virD4
C8,591992.0,WT,4,Bottom,virD4
C9,563138.0,WT,5,Top,virD4
C10,635015.0,WT,5,Top,virD4
C11,561841.0,WT,5,Top,virD4
C12,581129.0,WT,5,Top,virD4
D1,565688.0,WT,5,Bottom,virD4
D2,814554.0,WT,5,Bottom,virD4
D3,598425.0,WT,5,Bottom,virD4
D4,689639.0,WT,5,Bottom,virD4
D5,753343.0,WT,6,Top,virD4
D6,761619.0,WT,6,Top,virD4
D7,689103.0,WT,6,Top,virD4
D8,718779.0,WT,6,Top,virD4
D9,791766.0,WT,6,Bottom,virD4
D10,550395.0,WT,6,Bottom,virD4
D11,676425.0,WT,6,Bottom,virD4
D12,681994.0,WT,6,Bottom,virD4
E1,473651.0,WT,7,Top,virD4
E2,557074.0,WT,7,Top,virD4
E3,496932.0,WT,7,Top,virD4
E4,414925.0,WT,7,Top,virD4
E5,581287.0,WT,7,Bottom,virD4
E6,710775.0,WT,7,Bottom,virD4
E7,727199.0,WT,7,Bottom,virD4
E8,561413.0,WT,7,Bottom,virD4
E9,820306.0,WT,8,Top,virD4
E10,698447.0,WT,8,Top,virD4
E11,662838.0,WT,8,Top,virD4
E12,757554.0,WT,8,Top,virD4
F1,549289.0,WT,8,Bottom,virD4
F2,539242.0,WT,8,Bottom,virD4
F3,695590.0,WT,8,Bottom,virD4
F4,587969.0,WT,8,Bottom,virD4
F5,396484.0,A4,1,Top,virD4
F6,434313.0,A4,1,Top,virD4
F7,418096.0,A4,1,Top,virD4
F8,392943.0,A4,1,Top,virD4
F9,523852.0,A4,1,Bottom,virD4
F10,423612.0,A4,1,Bottom,virD4
F11,474148.0,A4,1,Bottom,virD4
F12,426745.0,A4,1,Bottom,virD4
G1,519965.0,A4,2,Top,virD4
G2,668034.0,A4,2,Top,virD4
G3,638195.0,A4,2,Top,virD4
G4,563172.0,A4,2,Top,virD4
G5,498257.0,A4,2,Bottom,virD4
G6,552536.0,A4,2,Bottom,virD4
G7,595991.0,A4,2,Bottom,virD4
G8,363582.0,A4,2,Bottom,virD4
G9,423099.0,A4,3,Top,virD4
G10,737314.0,A4,3,Top,virD4
G11,449331.0,A4,3,Top,virD4
G12,586277.0,A4,3,Top,virD4
H1,461963.0,A4,3,Bottom,virD4
H2,392018.0,A4,3,Bottom,virD4
H3,561332.0,A4,3,Bottom,virD4
H4,562758.0,A4,3,Bottom,virD4
H5,507887.0,A4,4,Top,virD4
H6,551762.0,A4,4,Top,virD4
H7,600993.0,A4,4,Top,virD4
H8,615443.0,A4,4,Top,virD4
H9,526758.0,A4,4,Bottom,virD4
H10,584831.0,A4,4,Bottom,virD4
H11,737337.0,A4,4,Bottom,virD4
H12,757068.0,A4,4,Bottom,virD4
A1,396879.0,A4,5,Top,virD4
A2,453912.0,A4,5,Top,virD4
A3,384791.0,A4,5,Top,virD4
A4,295256.0,A4,5,Top,virD4
A5,527543.0,A4,5,Bottom,virD4
A6,576077.0,A4,5,Bottom,virD4
A7,549654.0,A4,5,Bottom,virD4
A8,385535.0,A4,5,Bottom,virD4
A9,436120.0,A4,6,Top,virD4
A10,421663.0,A4,6,Top,virD4
A11,429355.0,A4,6,Top,virD4
A12,409224.0,A4,6,Top,virD4
B1,621347.0,A4,6,Bottom,virD4
B2,468902.0,A4,6,Bottom,virD4
B3,520546.0,A4,6,Bottom,virD4
B4,532728.0,A4,6,Bottom,virD4
B5,459974.0,A4,7,Top,virD4
B6,768165.0,A4,7,Top,virD4
B7,834352.0,A4,7,Top,virD4
B8,646485.0,A4,7,Top,virD4
B9,452429.0,A4,7,Bottom,virD4
B10,541131.0,A4,7,Bottom,virD4
B11,516206.0,A4,7,Bottom,virD4
B12,443370.0,A4,7,Bottom,virD4
C1,716523.0,A4,8,Top,virD4
C2,596302.0,A4,8,Top,virD4
C3,578524.0,A4,8,Top,virD4
C4,655967.0,A4,8,Top,virD4
C5,563656.0,A4,8,Bottom,virD4
C6,629664.0,A4,8,Bottom,virD4
C7,603266.0,A4,8,Bottom,virD4
C8,586965.0,A4,8,Bottom,virD4
C9,1103.0,Ach5,1,Top,virD4
C10,1022.0,Ach5,1,Top,virD4
C11,1056.0,Ach5,1,Top,virD4
C12,1100.0,Ach5,1,Top,virD4
D1,1146.0,Ach5,1,Bottom,virD4
D2,933.0,Ach5,1,Bottom,virD4
D3,1077.0,Ach5,1,Bottom,virD4
D4,979.0,Ach5,1,Bottom,virD4
D5,733954.0,Ach5,2,Top,virD4
D6,795405.0,Ach5,2,Top,virD4
D7,567370.0,Ach5,2,Top,virD4
D8,392065.0,Ach5,2,Top,virD4
D9,571949.0,Ach5,2,Bottom,virD4
D10,753348.0,Ach5,2,Bottom,virD4
D11,529738.0,Ach5,2,Bottom,virD4
D12,721970.0,Ach5,2,Bottom,virD4
E1,679905.0,Ach5,3,Top,virD4
E2,698624.0,Ach5,3,Top,virD4
E3,534163.0,Ach5,3,Top,virD4
E4,483204.0,Ach5,3,Top,virD4
E5,542709.0,Ach5,3,Bottom,virD4
E6,658299.0,Ach5,3,Bottom,virD4
E7,918695.0,Ach5,3,Bottom,virD4
E8,795550.0,Ach5,3,Bottom,virD4
E9,643996.0,Ach5,4,Top,virD4
E10,598094.0,Ach5,4,Top,virD4
E11,720428.0,Ach5,4,Top,virD4
E12,685356.0,Ach5,4,Top,virD4
F1,475344.0,Ach5,4,Bottom,virD4
F2,735284.0,Ach5,4,Bottom,virD4
F3,492608.0,Ach5,4,Bottom,virD4
F4,415137.0,Ach5,4,Bottom,virD4
F5,675376.0,Ach5,5,Top,virD4
F6,992662.0,Ach5,5,Top,virD4
F7,62281.0,Ach5,5,Top,virD4
F8,155875.0,Ach5,5,Top,virD4
F9,586366.0,Ach5,5,Bottom,virD4
F10,497565.0,Ach5,5,Bottom,virD4
F11,563554.0,Ach5,5,Bottom,virD4
F12,687710.0,Ach5,5,Bottom,virD4
G1,749406.0,Ach5,6,Top,virD4
G2,683944.0,Ach5,6,Top,virD4
G3,712389.0,Ach5,6,Top,virD4
G4,836955.0,Ach5,6,Top,virD4
G5,576868.0,Ach5,6,Bottom,virD4
G6,666345.0,Ach5,6,Bottom,virD4
G7,504251.0,Ach5,6,Bottom,virD4
G8,498630.0,Ach5,6,Bottom,virD4
G9,650835.0,Ach5,7,Top,virD4
G10,726509.0,Ach5,7,Top,virD4
G11,933886.0,Ach5,7,Top,virD4
G12,741915.0,Ach5,7,Top,virD4
H1,585162.0,Ach5,7,Bottom,virD4
H2,495918.0,Ach5,7,Bottom,virD4
H3,595538.0,Ach5,7,Bottom,virD4
H4,669262.0,Ach5,7,Bottom,virD4
H5,920253.0,Ach5,8,Top,virD4
H6,773949.0,Ach5,8,Top,virD4
H7,995674.0,Ach5,8,Top,virD4
H8,749637.0,Ach5,8,Top,virD4
H9,525818.0,Ach5,8,Bottom,virD4
H10,646869.0,Ach5,8,Bottom,virD4
H11,390846.0,Ach5,8,Bottom,virD4
H12,604287.0,Ach5,8,Bottom,virD4
A1,802052.0,B21,1,Top,virD4
A2,701933.0,B21,1,Top,virD4
A3,959240.0,B21,1,Top,virD4
A4,1054053.0,B21,1,Top,virD4
A5,945315.0,B21,1,Bottom,virD4
A6,877126.0,B21,1,Bottom,virD4
A7,1036192.0,B21,1,Bottom,virD4
A8,856102.0,B21,1,Bottom,virD4
A9,737780.0,B21,2,Top,virD4
A10,763888.0,B21,2,Top,virD4
A11,663453.0,B21,2,Top,virD4
A12,656757.0,B21,2,Top,virD4
B1,618403.0,B21,2,Bottom,virD4
B2,548115.0,B21,2,Bottom,virD4
B3,532398.0,B21,2,Bottom,virD4
B4,600432.0,B21,2,Bottom,virD4
B5,1027056.0,B21,3,Top,virD4
B6,1044451.0,B21,3,Top,virD4
B7,897288.0,B21,3,Top,virD4
B8,825429.0,B21,3,Top,virD4
B9,674948.0,B21,3,Bottom,virD4
B10,788535.0,B21,3,Bottom,virD4
B11,789752.0,B21,3,Bottom,virD4
B12,648066.0,B21,3,Bottom,virD4
